id_resto,amount_pictures,average_price,features,description
830,24,$$ ($20 to $30),,"REAL ITALIAN PIZZA IN STE ROSE LAVAL. An Authentic Taste of Italy now in Ste Rose Laval. Italian pizza as it should be. Now you can finally taste Real Italian Pizza in Ste-Rose Laval. Call us to reserve a table or to order for pick-up 450-625-2255. Check out our extensive list of “Napolitana” Pizzas and our home-made desserts. And finally, don’t forget to bring your own wine!show more"
831,31,"$ (less than $20), $$ ($20 to $30)",,"Located in the center of the Saint-Sauveur Village for over 25 years, Moe's Bar & Grill is renowned for its traditional smoked meat sandwiches. We celebrate by enhancing the restaurant’s atmosphere and its menu with the addition of seasonal dishes of European and American inspirations. Always faithful to its origins, Moe's Bar & Grill offers something for everyone and a modern, pleasant dining experience. The menu offers a wide selection of sandwiches, pizzas, pasta, salads and a daily selection of ""home-made"" style meals.  Moe's Bar & Grill is the perfect place for dinners, cocktail parties and special events.show more"
832,8,"$$ ($20 to $30), $$$ ($30 to $45)",,"L'Espace Comptoir offers a creative, gourmet menu that is updated every week. Whether for lunch or a drink after work, you will enjoy the cozy and modern atmosphere of the bistro. Our original presentations will make your mouth water, and you will quickly become addicted to our innovative board menu. You have an event to organize, we have a room for you! We offer a private space inside our bistro for groups of 15 to 25 people. Reserve now so you can enjoy your guests and your evening!show more"
834,28,$$ ($20 to $30),,"Konnichiwa, Foodies! Get ready for an authentic Japanese culinary journey at Kyodai Izakaya!Sip Sake, Cheers HappinessEnjoy the flavour harmony of our fine variety of Japanese sake and draft beer.Delight in Culinary Perfection!Step into a world of culinary bliss with our meticulous crafted traditional Japanese dishes.Japanese Elegance, Everywhere!Our cozy yet sophisticated ambience sets the stage for an unforgettable dining experience.show more"
835,36,"$$ ($20 to $30), $$$ ($30 to $45)",,"Welcome to Lanterne restaurant located in Vieux-Longueil South Shore.   We serve fine Vietnamese, Sushi and Thai cuisine, greatly appreciated by our loyal customers. Bring one of your favorite wines to pair with your delicious meal! Don't forget to make reservations before coming!  Lanterne also offers catering services for any special occasion. Come with a group to Lanterne where you will be served with courtesy and in a timely manner. Also take advantage of their efficient service by ordering dishes for take-out.  Try Lanterne's cuisine and you'll fall in love with it!show more"
836,29,"$ (less than $20), $$ ($20 to $30)",,"With our new wood-burning oven imported directly from Italy, the Corneli restaurant is now a must!  Our wood-burning oven offers a unique charm with its attractive flame in the background. The Corneli family added a powerful asset to attract gourmets, pizza connoisseurs and traditionalists!   Since 1960, we welcome you with open arms to share a good meal with the flavors of Italy with family, friends or for a romantic rendez-vous. Our table will satisfy the most discerning palates. Come and experience our authentic pizza in the very heart of Little Italy!show more"
837,29,"$ (less than $20), $$ ($20 to $30)",,"The difference at Chalet du Ruisseau! Looking for a place for SUGARING OFF season, a room for your WEDDING or a RECEPTION, a rally or a family party? The Chalet du Ruisseau is the place to go. Located near St-Eustache and easily accessible via nearby autoroutes, the beauty of the landscape and our welcoming staff are sure to impress you. The Chalet du Ruisseau is open throughout the year for celebrations and parties or to take part in different activities. Sugaring off in a real sugar shack, walking on a trail in the forest, maple taffy on snow in the sugar shack, sleigh rides with horses, an all you can eat sugar shack meal served at your table, all accompanied by music on site. From smoked maple méchoui, traditional corn roast, to apple picking, and without forgetting sugaring off time, trust the Chalet du Ruisseau team... where nothing is left to chance. Room with a terrace that is suitable for weddings, birthdays, family reunions, office receptions, rallies, etc. Our gatherings of recreational vehicles are the most popular. Our large spaces allow for many participants while offering everyone privacy. A wedding on the horizon? Or other Celebrations? Call us for a meeting. Our advisers will be able to suggest and plan the elements that will make this important day a success. Our extensive experience allows us to take charge of every detail so that you can focus on welcoming your guests. Looking for a reception room to celebrate an event? The Chalet du Ruisseau offers 4 air-conditioned rooms. Our vast parking lot is at your disposal for free. The Chalet du Ruisseau, your best choice for over 35 years!show more"
838,25,"$ (less than $20), $$ ($20 to $30)",,"ZIBO! Restaurant-Bars offer a mouth-watering California cuisine featuring salads, pizza, pasta, grilled dishes, fish, succulent desserts as well as a generous wine list. Whether enjoying a drink at the bar, a meal in the dining room or in a private setting, a romantic lunch for two, an outing with friends and family, a business dinner or even a hopping happy hour, customers appreciate the warm and trendy atmosphere of ZIBO! Restaurant-Bars.show more"
839,24,"$ (less than $20), $$ ($20 to $30)",,Barbie's is a restaurant offering delicious meals made with quality ingredients and generous portions.  Courteous and attentive service in a family and friendly atmosphere.show more
840,23,"$$ ($20 to $30), $$$ ($30 to $45)",,"Modavie is a timeless place that brings us back to our roots, where ladies & gents gather and eat in a lively atmosphere caused by great conversation, live music and the wooden scents of a vintage room. Born in 1997, it quickly became popular among locals & visitors, and is now considered a Montreal institution.
Treat yourself to refined French fare in an antique & dimmed corner locale spawning two floors. From the classic beef tartare, to tasty sweetbread, to the famous ratatouille, your cravings will be easily satiated.show more"
841,16,$ (less than $20),,"Welcome to the The most famous Mexican restaurant on the North Shore! Excellent food and exotic drinks are served in an atmosphere of fiesta. Ideal for your birthday, have fun and do not miss our special offers.  We serve the best Margaritas in Laval!show more"
842,23,"$$ ($20 to $30), $$$ ($30 to $45)",,"Restaurant h3, under the direction of Chef Jean-Sébastien Giguère (Le Coureur des Bois and La Cabane du Coureur), offers an accessible culinary experience that celebrates the richness of Quebec’s terroir while being supported by one of the most beautiful wine cellars in the province. Located on the 2nd floor of the Humaniti Hotel in downtown Montreal, this place of discovery highlights the seasonality and rhythm of our climate, enhancing the magnificent local products.show more"
